lat,lon
43.22114,-77.639731
44.85142,-93.239489
44.855438,-93.246381
44.966273,-122.340204
44.991891,-93.251935
44.987987,-93.257123
44.989968,-93.256557
44.98789,-93.248937
45.489858,-122.795728
45.485319,-122.79808
47.601101,-122.325601
47.60235,-122.324501
47.603541,-122.330685
47.607733,-122.333608
47.607684,-122.328392
47.608513,-122.329154
47.606321,-122.332917
47.607987,-122.327525
47.604095,-122.323804
47.607979,-122.18997
47.614574,-122.203956
47.611882,-122.194596
47.614675,-122.193468
47.61266,-122.324436
47.61257,-122.19917
47.618907,-122.350132
47.617606,-122.191707
47.616696,-122.208319
47.612244,-122.205672
47.618181,-122.158986
47.613293,-122.197483
47.612116,-122.351062
47.615933,-122.194849
47.616561,-122.204106
47.613348,-122.195013
47.612992,-122.345198
47.619942,-122.197784
47.613594,-122.193108
47.61471,-122.197347
47.616247,-122.203036
47.615721,-122.201285
47.612084,-122.188271
47.620091,-122.33177
47.618207,-122.203188
47.616535,-122.201335
47.619974,-122.344023
47.615949,-122.344797
47.613689,-122.316059
47.617861,-122.148165
47.621951,-122.347736
47.618687,-122.199729
47.614925,-122.335231
47.617947,-122.189073
47.61498,-122.198251
47.619696,-122.193233
47.621126,-122.199406
47.615567,-122.192468
47.618018,-122.202712
47.621934,-122.313412
47.619488,-122.309778
47.622762,-122.307384
47.616524,-122.312579
47.616327,-122.312549
47.617793,-122.150421
47.622287,-122.150245
47.623361,-122.157205
47.620458,-122.30811
47.620927,-122.338513
47.621122,-122.342608
47.622329,-122.335513
47.621381,-122.150082
47.62257,-122.156853
47.623566,-122.151572
47.623576,-122.151205
47.623728,-122.139788
47.624339,-122.137458
47.625067,-122.142138
47.626175,-122.159378
47.629295,-122.142719
47.625418,-122.15176
47.62598,-122.157179
47.63459,-122.151842
47.6312,-122.141313
47.632991,-122.135635
47.630832,-122.147499
47.628915,-122.280412
47.634515,-122.278712
47.628921,-122.138013
47.631495,-122.279204
47.630552,-122.149372
47.632082,-122.148346
47.631579,-122.141273
47.630993,-122.13939
47.635289,-122.145382
47.635462,-122.138273
47.633434,-122.141267
47.631489,-122.143923
47.632357,-122.14487
47.636028,-122.138982
47.636602,-122.139659
47.637811,-122.13763
47.638192,-122.138315
47.637313,-122.144695
47.633079,-122.144297
47.637903,-122.137973
47.637119,-122.14782
47.63719,-122.138669
47.643154,-122.145694
47.636603,-122.133101
47.634379,-122.14651
47.643511,-122.144499
47.641361,-122.140307
47.642473,-122.139166
47.643956,-122.13946
47.638409,-122.13552
47.637455,-122.13982
47.63857,-122.144442
47.641967,-122.137544
47.645758,-122.139657
47.639483,-122.139105
47.637157,-122.139767
47.641419,-122.131221
47.640053,-122.142313
47.638963,-122.140238
47.641615,-122.144627
47.63796,-122.138185
47.642945,-122.13893
47.646225,-122.144118
47.644711,-122.146333
47.646033,-122.139047
47.6373,-122.13982
47.637736,-122.137337
47.639867,-122.14101
47.642688,-122.137726
47.645611,-122.139002
47.639769,-122.140223
47.645769,-122.144351
47.638794,-122.136436
47.637488,-122.146317
47.645553,-122.141302
47.638101,-122.140735
47.647047,-122.145767
47.643661,-122.14071
47.644982,-122.139795
47.645322,-122.13973
47.643242,-122.139128
47.645487,-122.140571
47.644002,-122.137976
47.63888,-122.138238
47.638898,-122.145743
47.644754,-122.136116
47.638091,-122.142682
47.638621,-122.14079
47.640871,-122.141092
47.637984,-122.137727
47.644463,-122.137532
47.643726,-122.139852
47.645882,-122.139662
47.64679,-122.13774
47.644478,-122.144121
47.643765,-122.145669
47.647404,-122.146353
47.647053,-122.140343
47.638248,-122.138511
47.640448,-122.140248
47.64207,-122.141397
47.645421,-122.142666
47.646218,-122.144833
47.644,-122.137793
47.638773,-122.141995
47.647283,-122.137423
47.644858,-122.145087
47.641446,-122.141949
47.638199,-122.144922
47.638917,-122.140593
47.641822,-122.13816
47.642819,-122.141884
47.647123,-122.145519
47.641829,-122.143215
47.644108,-122.143543
47.640775,-122.146785
47.644552,-122.14339
47.647778,-122.138185
47.645733,-122.148036
47.642885,-122.133273
47.640479,-122.140311
47.645566,-122.144735
47.63976,-122.139565
47.644831,-122.140001
47.644792,-122.13975
47.638758,-122.13771
47.64567,-122.138684
47.638995,-122.138901
47.645178,-122.140248
47.648674,-122.141499
47.644146,-122.142157
47.645293,-122.144446
47.647963,-122.130912
47.645316,-122.143927
47.647263,-122.133914
47.643638,-122.14088
47.642069,-122.138818
47.64272,-122.141088
47.644347,-122.142446
47.645123,-122.136692
47.64679,-122.139083
47.649391,-122.140452
47.649428,-122.145144
47.645821,-122.14138
47.64555,-122.136938
47.6448,-122.145633
47.643823,-122.142456
47.645139,-122.140496
47.646087,-122.13532
47.649962,-122.139136
47.646865,-122.13973
47.642062,-122.139755
47.643549,-122.143267
47.641573,-122.148067
47.647907,-122.141739
47.642579,-122.145768
47.643844,-122.139233
47.6447,-122.142271
47.650653,-122.142663
47.648186,-122.137471
47.650138,-122.141904
47.644845,-122.150534
47.649881,-122.139546
47.650338,-122.131198
47.642667,-122.139778
47.651064,-122.145191
47.648522,-122.143053
47.647118,-122.144526
47.648189,-122.138866
47.645531,-122.139856
47.650402,-122.135434
47.653959,-122.134004
47.648127,-122.143072
47.649922,-122.146349
47.6486,-122.147786
47.65589,-122.132782
47.656319,-122.138911
47.658352,-122.123175
47.660202,-122.117523
47.665918,-122.129092
47.671492,-122.126607
47.674381,-122.129811
47.668904,-122.125769
47.669333,-122.167738
47.669403,-122.127171
47.674912,-122.167982
47.678158,-122.132614
47.675667,-122.203899
47.672791,-122.208404
47.677454,-122.202206
47.676671,-122.175495
47.680044,-122.104293
47.685036,-122.101471
47.681323,-122.099996
47.683273,-122.105854
47.690796,-122.094582
47.687485,-122.150054
47.690713,-122.150114
47.692081,-122.338875
47.687864,-122.333509
47.69429,-122.341128
47.694184,-122.116353
47.691715,-122.122949
47.693553,-122.150699
47.688877,-122.347044
47.696686,-122.347793
47.698894,-122.119822
47.69522,-122.119752
47.689283,-122.118517
47.69728,-122.124229
47.690227,-122.121521
47.691648,-122.116561
47.726046,-122.169441
47.722945,-122.17124
47.75146,-122.169669
47.747387,-122.172096
24.549857,-81.803967
24.548606,-81.800284
24.550939,-81.803121
24.551018,-81.78798
24.550347,-81.80869
24.549553,-81.793486
24.558366,-81.802016
24.558257,-81.786428
24.550716,-81.787635
24.558477,-81.784446
24.552518,-81.80236
24.559053,-81.805488
24.55903,-81.801999
24.554645,-81.806957
24.558345,-81.798477
24.554453,-81.799743
24.562279,-81.806081
24.563007,-81.801923
24.557822,-81.807995
24.566008,-81.746866
24.565075,-81.754771
24.570499,-81.753936
24.566788,-81.756454
24.574296,-81.750911
24.569549,-81.751604
24.56971,-81.751976
25.455227,-80.468179
25.4588,-80.471701
25.462822,-80.473761
25.466995,-80.464035
25.464554,-80.456469
25.462712,-80.418079
25.464649,-80.470507
25.472778,-80.459593
25.474286,-80.468547
25.469092,-80.461574
25.468308,-80.468578
25.474425,-80.473986
25.470817,-80.42688
25.473462,-80.462086
25.477222,-80.461537
25.480865,-80.426673
25.482244,-80.427532
25.47708,-80.427055
25.475422,-80.427994
25.475305,-80.460572
25.485201,-80.460225
25.485938,-80.461901
25.481406,-80.463427
25.494471,-80.454868
25.489756,-80.451821
25.556111,-80.342574
25.560779,-80.351918
25.561209,-80.352394
25.560371,-80.351688
25.567464,-80.348482
25.566406,-80.350284
25.576052,-80.412984
25.570797,-80.375698
25.569959,-80.371788
25.574526,-80.370496
25.575629,-80.373965
25.572217,-80.373328
25.573127,-80.370594
25.582066,-80.342806
25.577324,-80.373511
25.579479,-80.345206
25.583984,-80.371079
25.579978,-80.365996
25.574458,-80.368579
25.580221,-80.361792
25.578098,-80.36472
25.578589,-80.418309
25.580489,-80.367794
25.584938,-80.342899
25.591656,-80.370531
25.595821,-80.340202
25.598042,-80.360992
25.60024,-80.34409
25.600772,-80.352083
25.599953,-80.413633
25.598508,-80.345304
25.595193,-80.377285
25.60153,-80.375757
25.593157,-80.376962
25.602518,-80.372586
25.600348,-80.373529
25.598859,-80.371295
25.596089,-80.374021
25.593495,-80.420281
25.59653,-80.447242
25.59504,-80.355782
25.600582,-80.355887
25.596333,-80.361762
25.603706,-80.351223
25.602431,-80.440571
25.60296,-80.448667
25.598505,-80.408152
25.604421,-80.346841
25.601785,-80.374353
25.611005,-80.369341
25.607437,-80.369154
25.612926,-80.369145
25.613023,-80.369539
25.621493,-80.345297
25.629156,-80.411794
25.625288,-80.406988
25.628988,-80.422516
25.627376,-80.406911
25.622823,-80.417415
25.626998,-80.422815
25.62902,-80.397471
25.62591,-80.385465
25.631803,-80.395513
25.633263,-80.33697
25.628078,-80.342139
25.627096,-80.341049
25.62765,-80.424341
25.632831,-80.341541
25.635796,-80.392155
25.656387,-80.38743
25.657952,-80.387786
25.657424,-80.394935
25.659207,-80.321051
25.65904,-80.445742
25.662583,-80.449915
25.668423,-80.444611
25.669412,-80.449177
25.664401,-80.327098
25.66778,-80.328839
25.670661,-80.327017
25.671042,-80.325426
25.666828,-80.439896
25.665651,-80.454538
25.665697,-80.454141
25.671046,-80.45321
25.666692,-80.438705
25.667504,-80.387484
25.665824,-80.383301
25.667477,-80.389034
25.67432,-80.441552
25.668658,-80.447221
25.665759,-80.43838
25.66591,-80.437677
25.670999,-80.443076
25.672143,-80.441791
25.671296,-80.439908
25.671501,-80.446801
25.670479,-80.443561
25.665158,-80.445255
25.667593,-80.438725
25.668119,-80.44775
25.669085,-80.442176
25.668129,-80.444298
25.66828,-80.388279
25.669895,-80.446394
25.673483,-80.434777
25.67633,-80.386171
25.671366,-80.316706
25.674169,-80.320508
25.680648,-80.318531
25.682479,-80.313656
25.677054,-80.321677
25.681233,-80.317185
25.682873,-80.314398
25.677289,-80.314407
25.676517,-80.382871
25.677231,-80.386439
25.682301,-80.389783
25.683877,-80.38813
25.68522,-80.382446
25.68634,-80.437509
25.685809,-80.436738
25.68088,-80.431394
25.681575,-80.395322
25.678145,-80.430332
25.679149,-80.386315
25.680682,-80.30991
25.681076,-80.426708
25.688409,-80.384529
25.684874,-80.419647
25.682001,-80.314738
25.685477,-80.417051
25.685386,-80.423957
25.679673,-80.316423
25.688903,-80.381928
25.686102,-80.381645
25.683043,-80.377723
25.682553,-80.440111
25.683664,-80.43435
25.685416,-80.314536
25.682553,-80.440831
25.684031,-80.429744
25.680619,-80.427656
25.681168,-80.425851
25.68192,-80.41878
25.682453,-80.388713
25.683929,-80.4197
25.689665,-80.415506
25.68411,-80.422593
25.689204,-80.420928
25.688525,-80.300798
25.680485,-80.414526
25.686328,-80.413067
25.68788,-80.392762
25.685552,-80.382963
25.684297,-80.393089
25.685769,-80.382029
25.68602,-80.389579
25.685885,-80.386423
25.683775,-80.384727
25.688801,-80.389558
25.684106,-80.382529
25.690536,-80.396818
25.691517,-80.298592
25.687925,-80.314149
25.683859,-80.390384
25.689067,-80.314941
25.69027,-80.307272
25.690964,-80.311957
25.691643,-80.387708
25.688439,-80.312698
25.686725,-80.305581
25.685402,-80.384776
25.687341,-80.426981
25.684548,-80.381439
25.690998,-80.311185
25.689347,-80.375102
25.694224,-80.306499
25.689004,-80.306148
25.694753,-80.304599
25.685822,-80.314776
25.690495,-80.305678
25.692883,-80.388277
25.694535,-80.311988
25.691892,-80.310274
25.694046,-80.312845
25.694638,-80.310728
25.686769,-80.321834
25.687496,-80.417527
25.696203,-80.305677
25.69038,-80.314044
25.694076,-80.30418
25.688937,-80.295569
25.692116,-80.311404
25.690918,-80.300888
25.692234,-80.30693
25.690636,-80.387298
25.69445,-80.304522
25.694907,-80.262018
25.694902,-80.317005
25.689016,-80.454433
25.696709,-80.302987
25.691594,-80.315514
25.694366,-80.302303
25.69001,-80.302892
25.693063,-80.297852
25.695406,-80.301586
25.692352,-80.310657
25.690552,-80.346848
25.697421,-80.314711
25.69813,-80.350475
25.701298,-80.454484
25.698995,-80.297761
25.699335,-80.301097
25.70073,-80.387463
25.701082,-80.385088
25.701691,-80.290341
25.697431,-80.297552
25.703306,-80.314687
25.703292,-80.380832
25.702112,-80.296837
25.698252,-80.28938
25.700706,-80.292387
25.698985,-80.415466
25.696275,-80.299347
25.70355,-80.154398
25.700835,-80.413481
25.69727,-80.157008
25.700777,-80.414818
25.698242,-80.294904
25.696126,-80.292626
25.696812,-80.365905
25.705397,-80.252205
25.704393,-80.355019
25.70642,-80.294507
25.696924,-80.345692
25.706462,-80.346624
25.699105,-80.364567
25.698172,-80.364972
25.699547,-80.292179
25.700241,-80.291566
25.708406,-80.29738
25.70447,-80.285519
25.707175,-80.293154
25.709917,-80.290816
25.701874,-80.296222
25.702354,-80.257423
25.706058,-80.294197
25.706174,-80.303811
25.705737,-80.252151
25.707281,-80.252058
25.713221,-80.25281
25.707922,-80.255012
25.704848,-80.254257
25.706119,-80.27037
25.709457,-80.251604
25.705625,-80.308311
25.71234,-80.247072
25.706454,-80.413123
25.709176,-80.304821
25.71523,-80.346638
25.711113,-80.416301
25.717576,-80.303674
25.709677,-80.345045
25.711683,-80.449733
25.710503,-80.352289
25.71608,-80.444086
25.711441,-80.446351
25.718319,-80.370099
25.715468,-80.362941
25.713811,-80.373117
25.715008,-80.368599
25.716624,-80.351926
25.717749,-80.353364
25.714479,-80.30116
25.723121,-80.417345
25.721642,-80.342129
25.723447,-80.345013
25.719469,-80.421082
25.725878,-80.41617
25.725335,-80.373945
25.720863,-80.299036
25.720721,-80.303136
25.720414,-80.248094
25.727013,-80.415429
25.726575,-80.416375
25.724891,-80.301478
25.726062,-80.299923
25.723887,-80.336516
25.724791,-80.257037
25.727278,-80.242851
25.730951,-80.411319
25.724,-80.309973
25.727499,-80.246144
25.733668,-80.368777
25.731978,-80.41111
25.728612,-80.251793
25.730471,-80.372757
25.729768,-80.373557
25.730927,-80.372572
25.734921,-80.372474
25.731926,-80.366699
25.736175,-80.329319
25.728745,-80.337442
25.734881,-80.336379
25.734264,-80.254226
25.732947,-80.323638
25.730213,-80.32511
25.732384,-80.253531
25.733695,-80.323066
25.734646,-80.323342
25.734133,-80.324641
25.733345,-80.36622
25.73317,-80.293697
25.737408,-80.328141
25.735718,-80.297102
25.737489,-80.33478
25.737502,-80.326945
25.737468,-80.246806
25.738446,-80.240638
25.730572,-80.250466
25.730471,-80.250072
25.736234,-80.24891
25.741601,-80.24881
25.734611,-80.242114
25.735679,-80.293491
25.73925,-80.204083
25.73329,-80.300808
25.734584,-80.297404
25.741208,-80.372114
25.743544,-80.248238
25.737055,-80.204822
25.742117,-80.370461
25.736124,-80.317921
25.744576,-80.238331
25.741153,-80.237529
25.74601,-80.209888
25.740997,-80.370875
25.742699,-80.215997
25.746634,-80.238101
25.74682,-80.320877
25.74615,-80.235708
25.741238,-80.309405
25.741027,-80.225442
25.743944,-80.320798
25.748037,-80.241522
25.748987,-80.209427
25.748928,-80.328048
25.743175,-80.372422
25.750764,-80.364222
25.744551,-80.257362
25.742752,-80.329365
25.750936,-80.21603
25.746413,-80.217675
25.744206,-80.25062
25.746219,-80.33492
25.745995,-80.213845
25.747036,-80.273241
25.751862,-80.269556
25.750855,-80.219973
25.745205,-80.217938
25.751814,-80.323506
25.747807,-80.268559
25.747295,-80.319351
25.747122,-80.267517
25.746157,-80.336131
25.743644,-80.314229
25.749605,-80.213413
25.748158,-80.322554
25.746124,-80.206769
25.745201,-80.243426
25.748261,-80.241464
25.747572,-80.236938
25.753182,-80.27008
25.746894,-80.233832
25.744944,-80.319604
25.749961,-80.324452
25.751451,-80.255776
25.751447,-80.241926
25.747348,-80.268244
25.750278,-80.207186
25.745484,-80.205736
25.746535,-80.202114
25.754299,-80.203484
25.753742,-80.240843
25.752923,-80.237627
25.751805,-80.199307
25.747039,-80.233956